review_id,date,user_name,score,thumbs_up,content,review_created_version,theme
3ca56d58-c988-45c1-8a46-b4cb375f3159,2025-11-29,Anonymous User,1,1,Share And Personal And Photos data not Secure in This application Very poor Application,17.97.2,User Interface & Experience (UI/UX)
80dee0e4-c3ac-4030-97f7-ef67edcdad38,2025-11-29,Anonymous User,2,0,I have deposited rupees 200 hundred for purchase Bank of Baroda shares but I lost my 200 rupees how can I get my this 200 rupees in my bank account your email ID is not working properly I am not able to send you My complaint,17.97.2,User Interface & Experience (UI/UX)
83cca9c7-9a7f-4fe8-8d41-c5975e236d5d,2025-11-29,Anonymous User,5,64,"I've been investing in this app for more than three years. I've earned and lost money in the market, and it's taught me a lot. However, investing with Groww has helped me grow. I'll rate trust 10/10.",17.97.2,Technical Glitches & Performance Issues
cd3607bd-cab3-45ef-80c3-0af950a492cd,2025-11-29,Anonymous User,2,145,"The app is good, but the call center experience isn’t. I prefer your AI Voice Assistant because it solves my problem in just 30–50 seconds. In a human call, I first have to enter my date of birth, then select options based on my issue, and only after that do I get connected to a representative. The whole process takes around 7–8 minutes. The speed should be faster. In the end, my problem was solved. Thank you.",17.96.6,Customer Support & Service Quality
7ece759b-7a4b-47c3-9f20-fbf5710931ed,2025-11-29,Anonymous User,5,327,it's all good.... pls avail the SL and Target trailing on the chart itself.. coz whenever I go in profit I need to trail the SL n target... and it's very irritating to go through the whole process to be done in a manual way. so pls add that feature.. I need all the features on the chart either it's sl target or dispose the position. it would be a good relief. pls look into this .,17.97.2,Technical Glitches & Performance Issues
6f94bce8-7cc7-4df0-aa57-db54a0909233,2025-11-29,Anonymous User,5,0,I really like grow app and team to helps every time grow team ready for all,17.97.2,High Charges & Brokerage Concerns
7eba56ca-5a46-4c9b-88a5-a3d3941339b5,2025-11-29,Anonymous User,2,22,"The brokerage rates are attractive, but the app has usability issues, instead if showing the dashboard after login, the app shows explore, in MF section, the executed orders do not show buying NAV rate and Units allocated. in Stocks there are more problems which cannot be written due to words limits.",17.97.2,High Charges & Brokerage Concerns
7d785673-fb73-47ee-ad4c-a5da094c2211,2025-11-28,Anonymous User,1,57,"Too late response in option trading.. Even after setting the stop loss at a particular price, it always exits later at a more lower price resulting in loss. And on top of that the hidden charges ..Resulting P&L shows different after the day and when the amount reflects it is always lower and then unnecessary deductions. There is always 200-500 rs difference than what actually should have been received deducted in the name of charges other than execution charges.",17.97.2,User Interface & Experience (UI/UX)
ebab396b-917e-4989-9c91-c9d53f335c38,2025-11-28,Anonymous User,5,0,Easy to use and no nonsense app for your investment. suggestions: Analytics available on web portal on stocks and Mutual funds could be great addition.,17.97.2,User Interface & Experience (UI/UX)
80610a95-68f7-41bc-8580-212114e9a7d5,2025-11-28,Anonymous User,1,0,pathetic trading chart on app fyers is the best.... complete waste of money don't know how reliable they in handling money,17.96.7,Technical Glitches & Performance Issues
a2cc1458-fc0e-44a1-8d5c-9b4d016a6565,2025-11-28,Anonymous User,5,0,good app easy to access and user friendly,17.96.6,Technical Glitches & Performance Issues
f31f3cab-7a2e-4c5b-87c3-256d5d91cc66,2025-11-28,Anonymous User,1,1,"unable to update / add andra pradesh grameena bank, as it has recently merged.",17.97.1,User Interface & Experience (UI/UX)
0eb75d52-e14f-4e67-95a9-db4acd064140,2025-11-28,Anonymous User,4,443,"Very good app,though there is one limitation, that is a 10 year section not available for mutual funds when sorting or viewing any individual funds chart,it is important since it gives more long term perspective,and I would suggest for it to be added.And currently very few bonds available.",17.97.2,Technical Glitches & Performance Issues
a8410ee7-7f10-48a7-8968-1330be5c4fcc,2025-11-28,Anonymous User,5,0,very easy to use for beginners. Everyone who starting investments or trading kindly download this app and go through Groww youtube channel .,17.97.2,User Interface & Experience (UI/UX)
e14c4600-d76c-4c2e-8e68-4db3a1382dbe,2025-11-28,Anonymous User,5,0,"I'm new to investing in Mutual funds and I never thought, investing in Mutual Funds will be so easy. I'm loving the experience of investment.",17.97.2,User Interface & Experience (UI/UX)
5cf7b086-e217-46f4-b8df-f2c308576a53,2025-11-28,Anonymous User,5,1,i love investing through grow it's so simple to use and every thing works smoothly. Payment process is also secured and instant.,17.97.2,High Charges & Brokerage Concerns
5d398854-5d63-4679-a3e8-f1bef60b79ca,2025-11-28,Anonymous User,5,0,nice user friendly interface and quick response,17.96.7,User Interface & Experience (UI/UX)
a13d1c35-4619-42a6-bd79-9d5b71386d39,2025-11-27,Anonymous User,5,0,good and without any bug using for long time,17.96.6,Customer Support & Service Quality
c8bb6e63-3d60-4972-b30b-ac146da44ca7,2025-11-27,Anonymous User,5,1,"Best experience overall! But I faced one issue - I bought 3 stocks and tried paying via Fampay UPI but the payment didn't go through. Also, the brokerage charges feel a bit high even when I get ₹2-₹3 profit, ₹10-20 gets deducted, which is frustrating. Please fix this issue, otherwise Groww is really one of the best and most user-friendly trading apps!",17.90,User Interface & Experience (UI/UX)
8b4264e3-9d46-4a6f-8843-c175e6b1ba21,2025-11-27,Anonymous User,4,0,"Holding a sum of money is very unnecessary wrong calculation, otherwise no problem for me.",17.97.2,User Interface & Experience (UI/UX)
4a976f3a-12f9-43bb-b972-c3339977a670,2025-11-27,Anonymous User,2,0,"Using is more friendly than all Investment & trading apps, but your charges are soo costly",17.97.2,User Interface & Experience (UI/UX)
b1c836e4-79a2-487b-8a9d-d84ecdc0d64d,2025-11-27,Anonymous User,5,0,it's a very good app which is very easy and every one can do trade with this app 👍,17.96.7,Technical Glitches & Performance Issues
5aac0690-2eb2-463e-bfe4-17d4175f8bd1,2025-11-27,Anonymous User,5,0,"Ultimate App, one suggestion - When we want to place the order plz show the exact Amount and point Mover also want Chart on the same Time- (Ex - Share.market)",17.97.2,User Interface & Experience (UI/UX)
62eedcc1-e346-4328-a1a8-3e35bc59682e,2025-11-27,Anonymous User,4,67,"Showing events in single place is a great update. One suggestion, it would be nice to be able add & edit notes in MF/SIP, since everyone might have a reason for joining each SIP. Also, along with 52 week prof, dividend would be a good reference.",17.97.2,Customer Support & Service Quality
ffe15a06-8934-4271-87f0-509eeb3b3a7c,2025-11-27,Anonymous User,1,0,When I raised a complaint they said uninstall the app and reinstall. Will the loss recover while doing so? then he/she had no words.,17.97.1,User Interface & Experience (UI/UX)
450fdfc7-af68-4e75-812d-19ca51d26767,2025-11-27,Anonymous User,1,21,Why trade value of stock is not added in mobile application as it is present in desktop version even though their is proper space for that. I would like to request to add that small feature in mobile version so that I could change my rating. I'm not asking for much technical features I just want a feature which is already present in Groww. Hope this would be helpful for other users as well. I would be waiting for your response.,17.97.2,Missing or Requested Features
5bb4f63b-a218-4210-9000-97f35f89a661,2025-11-27,Anonymous User,5,0,"nice features , one of the best brokers for all the things you want to do from trading to mutual funds.",17.97.1,User Interface & Experience (UI/UX)
01af28e0-c586-4088-9f0f-1df6d0f84b95,2025-11-26,Anonymous User,1,0,one of the kachra for treding platform don't use always leging chart in this apss I contact customer care but not help,17.96.6,User Interface & Experience (UI/UX)
31975c3d-6634-4bff-b88e-32c45234b094,2025-11-26,Anonymous User,1,0,"charges is more for trader don't use this app please another one and also there no customer care is good, so please don't you this app",17.96.6,Technical Glitches & Performance Issues
f5cce232-f329-42dd-92c4-170a4d218ef4,2025-11-26,Anonymous User,5,0,"Easy and simple...groww is one of the simplest broker app, easy to add & withdraw money as compared to other brokers",17.96.7,User Interface & Experience (UI/UX)
d7613114-0343-4120-bf7c-e8c94a4fdc25,2025-11-26,Anonymous User,4,6,"Like in the Dhan app, when you add a stock to the watchlist, the price should be saved there so that in the future you can know what the price of that stock was when you added it to the watchlist.",17.96.7,Customer Support & Service Quality
f8be36d1-5e6a-488b-b8b8-5111818f4031,2025-11-26,Anonymous User,5,0,Good interface easy for beginners,17.96.7,Customer Support & Service Quality
c4e2b251-99bc-48f5-a1fd-d505e57b197b,2025-11-26,Anonymous User,5,0,Bank ledger required in app where all payment and received shows at a glance if it is there please inform,17.97.1,User Interface & Experience (UI/UX)
b8efad12-227f-41cd-bc0f-114874fbff25,2025-11-26,Anonymous User,1,4,Facing 2 big issue 1. When groww stock go down . This time groww app block buy & sell all . 21.11.25 9:30 AM groww stock down side 10% & blocked my all accounts for buy / sell & editing stoploss. 2. Same time not place Target price & Stoploss 😆 select only any one 😆 Go with 👉DHAN ALL of avilable. Order type Super Order.,17.97.2,Customer Support & Service Quality
c94f7c2e-7b9d-4829-961c-612d18e7d2fa,2025-11-26,Anonymous User,5,48,Groww is best of all trading apps that I have as of now. It has awesomely supported me in my trading journey so far. I will definitely support it to anyone without hesitation.,17.96.6,Technical Glitches & Performance Issues
f3c3c8f3-da53-40bc-ad91-ce77b08cb508,2025-11-26,Anonymous User,5,0,"best user friendly interface, that eye button in the holdings tab is the best thank the ui ux designer who did that on my behalf.",17.97.1,Missing or Requested Features
df073bf0-6419-4415-afb5-119901788f64,2025-11-26,Anonymous User,1,0,Why does it take immediately to add money and take various steps to withdraw the same amount the processing is too long and we need to wait for approval for 12 hr to withdraw makes no sense,17.96.7,Missing or Requested Features
f7569a36-10c1-476e-8170-a96bb33de7ca,2025-11-26,Anonymous User,5,0,Opinionated and intuitive for the first time user. Would be complete if there were an option to bid on GSec's.,17.96.7,Customer Support & Service Quality
8e5ab6ce-6109-46d4-b434-f630440cab1a,2025-11-26,Anonymous User,5,7,"Dev team, you must ask confirmation when we're enabling/disabling a certain feature. It is very annoying to have clicked some buttons accidentally causing unintended activation of services. It seems intentional and is in poor taste. Please have this fixed.",17.97.2,Customer Support & Service Quality
1e467a45-5f73-4bd7-af88-e761dd67786b,2025-11-26,Anonymous User,2,1,"really disappointed nowadays, because of crashing app memory and stopped working ,last few days when I want to book profit it crash again and again and show app memory crash ,if this happen along ,I really not want this app anymore",17.97.1,User Interface & Experience (UI/UX)
41c5aa39-153b-4924-9c19-18a4625caacd,2025-11-26,Anonymous User,4,2,very good and easy app. Deserves 5 stars but app font is very small. Small font of app is confusing every time. Please update app FONT. Font......font......font.....font,17.96.7,User Interface & Experience (UI/UX)
b24d63bc-1cc3-497b-8314-ef9fdecdb9b9,2025-11-26,Anonymous User,1,2,no one download just now I cancel my option positions they are close that so I loss many amount in this trading platform please give all of negative review,17.96.7,User Interface & Experience (UI/UX)
d59c8bfe-7852-445b-b640-2e52cb470832,2025-11-26,Anonymous User,5,0,Very easy and understand and very simple method,17.96.6,User Interface & Experience (UI/UX)
a8f32429-d04f-4188-a9b1-f58a7ed10c64,2025-11-26,Anonymous User,3,0,"Groww needs to seriously improve its Option Chain. For option buyers, it’s still very basic and cluttered. Important data like Overall PCR, Volume PCR, Total OI lakh value, Change in IV, Max Pain automatically calculate strike, and India VIX is missing. Everything is scattered — we need a clean single-screen view with all key data visible at once. Please upgrade the option chain urgently, it’s far behind Zerodha and Sensibull.",17.97.2,High Charges & Brokerage Concerns
2b525ef1-f3f7-43ff-bc3d-857f041f9f9f,2025-11-26,Anonymous User,4,11,"Please upgrade your groww chart (1-Tap Scalper Mode), very difficult to add or remove any tools lines, trendline etc, also need to add more indicators (Pivot Point Standard) for which many times I talked to customer care, raised ticket but not added yet. I must suggest, instead of groww chart, add 1-Tap Scalper mode to normal Trading View Chart...like Dhan App, you can take the reference.",17.97.1,Technical Glitches & Performance Issues
ce7f7d84-de6e-4408-9e73-0218ce44ac3e,2025-11-26,Anonymous User,5,0,Best app i have ever seen ! The interface and things are very attractive and effective 🔥,17.97.2,Customer Support & Service Quality
920de963-46ca-44c8-a8a3-5d50905e233b,2025-11-26,Anonymous User,4,1,Great app to use. Requesting the product team to include Weekly and Daily SIP options in the next application update.,17.97.2,User Interface & Experience (UI/UX)
5d713267-b527-477c-b231-d5622239a06a,2025-11-26,Anonymous User,1,1,This is a bad app. It charges a lot of brokerage during trading dhan and angel one is better option for trading.,17.97.2,User Interface & Experience (UI/UX)
6ff440c1-5ab5-445e-afc7-fd36f2b74b5c,2025-11-25,Anonymous User,5,0,Groww is best trading app very fast service for order in trading,17.96.7,Customer Support & Service Quality
36eee83c-6fdc-4016-89cf-e7908a667367,2025-11-25,Anonymous User,1,0,Pathetic company and worst customer service. So many hidden charges. Profit shown incorrectly and charges are way too much. Squared off shares without consent. So pathetic.,17.96.7,Missing or Requested Features
74fd6637-c202-43c4-bc1c-51f773c9c10f,2025-11-25,Anonymous User,1,3,"This broker changes its interfense frequently, and indicators are also rarely available, Trend Time Auto रिफ्रेश नहीं होता खुद करना पड़ेगा,, दूसरा कोई भी broker isse achha hai",17.97.1,User Interface & Experience (UI/UX)
d5b58dc9-dbcc-4635-8b04-708e07817e08,2025-11-25,Anonymous User,5,1,"Groww has proven to be an exceptional trading platform, offering consistently smooth performance across all segments. Its clean, intuitive interface is particularly valuable for fast-paced activities like option trading and scalping. The platform's ability to maintain a simple user experience while delivering powerful features makes it a reliable tool for traders. Everything feels snappy and the indicators are super easy to apply. I love having that level of detail right on my screen.",17.96.7,User Interface & Experience (UI/UX)
ca2da266-1c5a-4731-8c3b-b1e4717e51ba,2025-11-25,Anonymous User,5,0,Very easy to use self learning app.,17.97.1,Customer Support & Service Quality
e77e6d8a-3af8-4c29-ad0d-fcaef92c57fa,2025-11-25,Anonymous User,5,1,best app. no problem ui. user friendly. Overall good experience till now !!! 😄,17.96.7,Customer Support & Service Quality
2ec51ee2-b0f3-491c-b8e4-eb43ceec6b10,2025-11-25,Anonymous User,3,3,"Easy to Use for investment like ipo and share, not user friendly for trading in F&O. Also Very High brokerage changes than other platforms.",17.96.7,User Interface & Experience (UI/UX)
69adda82-2656-4d52-8225-ed989cb3c9c2,2025-11-25,Anonymous User,5,3,it was a wow experience while registration on the app.... everything was smooth and clear. today on 25 November it's been just 3 days but the experience is 👌,17.97.1,High Charges & Brokerage Concerns
f7d33a6e-cc5c-449c-82e1-7c2464e1072f,2025-11-24,Anonymous User,5,0,The interface is much simpler than other apps,17.97.1,User Interface & Experience (UI/UX)
7a675dd2-ccc8-4d1b-9445-2aa2d648b7b5,2025-11-24,Anonymous User,1,2,this application is not working 😭 properly today I used the application the rvnl share has gone or still showing 328... approximately but the amount showing 324 what is the behaviour and the share is showing on profits but after some time showing profit etc,17.96.5,Customer Support & Service Quality
c1c7fa77-8d6e-46aa-9fc4-f10b0435a699,2025-11-24,Anonymous User,5,214,I seriously think opening an account with Groww was this easy. A clean and smooth UI and hassle free process - all up and running in half an hour. Even the app is so smooth and easy to navigate. Adding funds was also super smooth. Totally recommend it.,17.96.6,User Interface & Experience (UI/UX)
2d793349-453b-4c30-bf5b-981a48251976,2025-11-24,Anonymous User,1,22,"Reasons for low rating 1. Top Mutual Fund invested info in the stock is missing - fixed thank you Edit 2 22nd Mar: 2. Why do all Indexes like Nifty smallcap 100, Nifty PSE, and Nifty microcap 250 are not shown in the app under indices section? Edit 3 24th Nov - Can we have an option to view family accounts, I keep logging out from one account to check the other?",17.96.7,Missing or Requested Features
e3109c0b-cf24-4d95-99c7-5de6ee586a01,2025-11-24,Anonymous User,1,1,"Too much glitch, option chain not open properly sometime working sometimes not working. Feel very bad with customer service center.",17.96.7,Customer Support & Service Quality
8f721f6b-cc43-427e-99f4-f3bc294a6b95,2025-11-24,Anonymous User,5,0,so simple.... if it's in mother tongue language then it feels mother teaching 😊.. I advice all stock or investors must use this to manage money... look after their money😅,17.96.7,High Charges & Brokerage Concerns
e6674916-21e3-4c53-8c69-8ffa6f8f6efe,2025-11-24,Anonymous User,5,0,The right app to get started with your portfolio!,17.96.7,User Interface & Experience (UI/UX)
cb01d1ff-5aaf-4969-a2bd-a53eb1926334,2025-11-24,Anonymous User,1,0,Giving one star as app don't have basic functions like sort to stocks positive to negative.,17.97.1,High Charges & Brokerage Concerns
2aaefd8b-8907-4e98-b280-07de45724ebd,2025-11-23,Anonymous User,5,0,Transaction are transparent and prompt,17.96.7,Missing or Requested Features
077d70e3-2ff1-4618-b5bc-56e5bb67238e,2025-11-23,Anonymous User,5,0,Nice interface and easily understandable,17.96.7,Technical Glitches & Performance Issues
07e8d54a-20b0-4475-a951-d7ae5300b416,2025-11-23,Anonymous User,1,0,The numbers are not visible. instead I see only 3 dots.,17.97.1,User Interface & Experience (UI/UX)
1e7260fc-809f-4524-8f1d-4cce7bc766d6,2025-11-23,Anonymous User,5,0,Very convenient platform for trading,17.96.7,Technical Glitches & Performance Issues
5fbe0494-35da-459f-9de5-2803d450d120,2025-11-23,Anonymous User,1,4,Guys your customer service is sooo worst from the past 3 days I'm dealing your customer care no. to related my mutual funds redeemable amount but not even single call is connected or picked by your respected agent. I'm harassed by you guys from the past 3 days i raise a ticket from your grow app but there is no solution,17.96.6,Technical Glitches & Performance Issues
fd77a3eb-3553-441b-b1c9-5647d0e77c22,2025-11-23,Anonymous User,5,0,"I ’ve been using Groww since 2021. After the latest update, the platform has become even more user-friendly and easy to use. Thanks — Groww sahi hai!",17.96.6,User Interface & Experience (UI/UX)
b0f5c80c-10dc-401f-a2fd-40b7574f7cc8,2025-11-23,Anonymous User,1,0,"Very bad ,when you want to help any issue.Customer care does not to talk.No support.high brokerage charge.many hidden charge.So guys If you want to save your money .Do not download this.No trailing Stoploss.",17.96.6,User Interface & Experience (UI/UX)
508de710-f2a6-4a6f-a1b4-099d0b0c53a1,2025-11-22,Anonymous User,5,0,Everything in this platform is very easy to use there is no laggy in any stage,17.96.7,High Charges & Brokerage Concerns
f4408a94-460d-479e-8d30-85e236631b4e,2025-11-22,Anonymous User,5,0,"very good app, in contract note brokerage details not mentioned against each order, please mention the brokerage against each order",17.96.6,User Interface & Experience (UI/UX)
cdfdec7a-deb2-4dd2-b86f-7ee26e4a0384,2025-11-22,Anonymous User,1,0,"Don't go for groww, use zerodha or something else, this application have many technical glitches Don't loss your hard earn money.",17.96.7,User Interface & Experience (UI/UX)
8ef1ef9c-2db1-4e23-8b79-2027c667d1e2,2025-11-22,Anonymous User,4,2,good application ...but need to update the interface ...and the withdrawal system... so that we can withdraw any day any time.,17.96.7,Technical Glitches & Performance Issues
eb28a499-5530-4d2a-9f2b-201e10c1fde0,2025-11-22,Anonymous User,2,1,"Groww isn’t the same as before. Now it charges brokerage on every transaction, even when we add some shares or make a purchase.",17.90,Technical Glitches & Performance Issues
facc76a5-fc5a-4120-8292-e42fde73aa43,2025-11-22,Anonymous User,1,4,"third class app. learn how to develop app from upstock. all app give buy and sell option in stock. but in groww given sell and buy option so many times put wrong order. UI is third class compare to all app. many unnecessary screen are showing, need to scroll and tap to watchlist every time when i open the app as default screen is explore. unnecessary scrolling and tap for watchlist. UI must need to improve. your dev team is third class in UI. ask them to use upstock how to build best UI",17.95.2,User Interface & Experience (UI/UX)
1ad8c1c4-eb15-43b3-a42d-a6f707dbd0c8,2025-11-22,Anonymous User,1,104,"only good for long time for others it is worst app.. i lost alot of money by using this app.. some time refreshing some time not exicute etc.. many problems are there in this app.. and you see more profit on your PL, But when you exit it it will less than the first amount and when you see the loss amount on your PL when exit it the loss amout is more than when you see first... if you put a target number the target will hit only the target number cross above not will hit even reach the target.",17.96.7,Technical Glitches & Performance Issues
5f2a8bb4-618c-4577-a015-5ea209d0baac,2025-11-22,Anonymous User,4,3,"I'm fulfilled with everything. But I need a only thing is , i need a PAUSE & RESUME option for a mutual fund. It will be very convenient for me.",17.96.7,User Interface & Experience (UI/UX)
deb95a1b-114a-4d19-9d9d-8a31e2a7252b,2025-11-22,Anonymous User,5,0,Groww is really helping us grow and fulfil our dreams by saving bits and pieces.. Keep up :),17.95.2,User Interface & Experience (UI/UX)
695e1b67-568d-4015-ba22-d1f38f397640,2025-11-21,Anonymous User,5,0,Easiest interface a trading platform can have.,17.94.1,User Interface & Experience (UI/UX)
8f1ba4ef-fc67-4116-8ede-af557cca8ee4,2025-11-21,Anonymous User,5,0,Nice UI and very user friendly app. Easy to use.,17.96.7,Technical Glitches & Performance Issues
65ddc272-4fef-4347-b7f1-3156ce7788a3,2025-11-21,Anonymous User,1,1,"worst app ever use , such a poor app for trading. It always deduct balance by showing ""this charges that charges"". I had installed this app for trading but it's looks like gold digger",17.96.6,Missing or Requested Features
3ee569ff-a3da-4adf-a1bc-fcd37a2688ab,2025-11-21,Anonymous User,1,0,"app has no permission to acccess the sms yet the app auto reads OTP and executes the action with out user confirmation, just exploring the import funds section has executed the action. this feature makes this app unreliable and which could lead to security flaw",17.96.6,User Interface & Experience (UI/UX)
402371ad-e230-429c-9b15-a4bc559a6819,2025-11-21,Anonymous User,3,0,"Please add SL & TARGET set in chart for equity intraday trading in mobile app...🙏 We are known that this facility already present in F&O trading, but didn't present in Equity Intraday trading, please add this option in next update..... Thank You....❤️❤️",17.96.7,User Interface & Experience (UI/UX)
93451950-99c0-4882-a2f6-e21c757a3cc0,2025-11-21,Anonymous User,1,0,"Hanging problem & more problems in groww app,intraday charge very costly 😡😓",17.96.7,User Interface & Experience (UI/UX)
efba3517-4c46-4708-95b7-b852a4cd40a9,2025-11-21,Anonymous User,5,0,"i don't usually write reviews i have demat account on zerodha since 2 years but now i think to try grow and believe me it's my best decision everything in one app news,gainers, everything literally on zerodha it's very hard to reserch about stock and there is no news comes like grow and grow is also cheap zerodha take 600 minimum by dp charges sometimes quarterly services it's the best app ❤️❤️",17.96.6,High Charges & Brokerage Concerns
eacd3775-9e7c-4588-b1a6-088766e2ea5e,2025-11-21,Anonymous User,5,0,"very good app very easy quick widrw ,i suggest lunch crypto market",17.96.7,Customer Support & Service Quality
c1a844cf-df91-40cf-8b8d-dc5f5f419f78,2025-11-21,Anonymous User,3,0,"gtt mode is not so good,no option for set targets and failure of selling is an another problem 😭# Trading",17.96.7,User Interface & Experience (UI/UX)
22083df3-89c0-47f2-9c43-07e1bf3022dd,2025-11-21,Anonymous User,1,0,worst stock market application ever not works properly and customer support is pathetic and useless don't use this app,17.97.0,Customer Support & Service Quality
8a93f192-43ad-46e8-9598-497cdc6b2dec,2025-11-21,Anonymous User,5,0,now grow app is growing but required a little bit improvement. please provide scalper mode for commodities also. please provide demo trading account for learning purpose,17.96.7,Customer Support & Service Quality
b1a4dd54-7c3c-4e10-8f34-1a9dc986fa91,2025-11-21,Anonymous User,3,0,"The UI and accessibility are all good. However, The data displayed related to stocks are inconsistent across different tabs, like the data related to total investment made, profit/loss, track history are all in a mess and not accurate. It'd be better if those issues were fixed for good.",,User Interface & Experience (UI/UX)
01988ad3-97c9-4972-b3a7-baa7d79ddd39,2025-11-21,Anonymous User,1,0,"fix your Gtt orders, app not showing required margine while modifying a existing order and add value based buying, quantity based buying is slow and confusing.",17.96.6,Technical Glitches & Performance Issues
d49c9c2e-fd1b-4e96-a845-e0fb4db86ecf,2025-11-21,Anonymous User,1,4,"I did not get the money back for the stocks sold through the groww app, this happened 3 times. The groww balance keeps decreasing, money keeps getting deducted from your groww account automatically. ...groww app मधून विकलेल्या स्टॉक चे पैसे परत मिळाले नाहीत, असे 3 वेळेस झाले. groww balance ही कमी होत राहतो, आपोआप तुमच्या groww खात्यातून पैसे कट होत राहतात.",17.96.7,High Charges & Brokerage Concerns
ff63e2e4-753c-4fca-81de-d74d6b7804d9,2025-11-21,Anonymous User,1,1,New UI for f&o option chain view is not display Oi and price clearly each time we have to adjust scrolling the screen.,17.96.7,Customer Support & Service Quality
319c5bb0-d311-419d-afe8-237dacd2a275,2025-11-21,Anonymous User,5,0,The best easy app that even inexperienced people can trade easily.,17.96.6,User Interface & Experience (UI/UX)
67fb5dff-4a96-40c1-882b-aed58f5dedaa,2025-11-21,Anonymous User,3,1,In groww FNO segment OI is not shown with their percentage pls update this feature as it is very useful,17.96.6,User Interface & Experience (UI/UX)
7b16c9bf-2ffa-4c6e-8d46-0fd4658613bc,2025-11-20,Anonymous User,5,0,User friendly Interface. Even first time investor can easily understand and navigate in the app.,17.96.7,Missing or Requested Features
